m_ticker,ticker,comp_name,comp_name_2,exchange,currency_code,ticker_type,active_ticker_flag,comp_url,sic_4_code,sic_4_desc,zacks_x_ind_code,zacks_x_ind_desc,zacks_x_sector_code,zacks_x_sector_desc,zacks_m_ind_code,zacks_m_ind_desc,per_end_month_nbr,mr_split_date,mr_split_factor,comp_cik,country_code,country_name,comp_type,optionable_flag,sp500_member_flag,asset_type
SSET,SSET,SSE TELECOM INC,SSE TELECOM INC,,,,N,,,,,,,,,,9,,,,,,,,,
SSEZ,SSEZY,SSE PLC,SSE PLC,OTC,USD,S,Y,http://www.sse.com,4911,Electric services,254,ELEC POWER,10,Computer and Technology,34,ELECTRONICS,3,,,0000877024,GB,UNITED KINGDOM,6,N,N,ADR
SSFC,SSFC,SOUTH ST FINCL,SOUTH ST FINCL,OTCBB,,,N,,,,,,,,,,9,,,,,,,,,
WSPR,SSFE,SOURCE SCI INC,SOURCE SCI INC,,,,N,,,,,,,,,,6,,,,,,,,,
SSFN,SSFN,STEWARDSHIP FIN,Stewardship Financial Corp,NSDQ,USD,S,Y,http://www.asbnow.com,6022,State commercial banks,15,BANKS-NORTHEAST,13,Finance,47,BANKS & THRIFTS,12,2009-10-13,1.05,0001023860,US,UNITED STATES,2,N,N,COM
SSG,SSG,PRO-ULS SEMICON,PRO-ULS SEMICON,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
SSGI,SSGI,SSGI INC,SSGI Inc.,OTC,USD,S,Y,http://www.surgesolutionsgroup.com,1540,General building contractors - nonresidential buildings,31,BLDG-RSDNT/COMR,8,Construction,29,CONSTRUCT/BLDG SERV,12,,,,US,UNITED STATES,1,N,N,COM
SSH,SSH,SUNSHINE HEART,Sunshine Heart Inc,NSDQ,USD,S,Y,http://www.sunshineheart.com,3845,Electromedical equipment,103,MED INSTRUMENTS,4,Medical,17,MED PRODS,12,2017-01-13,0.03,0001506492,US,UNITED STATES,1,Y,N,COM
SSH#,SSHZ,SINO SHIPPING,SINO SHIPPING,,,S,Y,,,,,,,,,,12,,,,,,,,,
STGS,SSI,STAGE STORES,"Stage Stores, Inc.",NYSE,USD,S,Y,http://www.stagestoresinc.com,5651,Family clothing stores,154,RETAIL-APP/SHOE,3,Retail/Wholesale,14,NONFOOD RETAIL/WH,1,2007-02-01,1.5,0000006885,US,UNITED STATES,1,Y,N,COM
SSHI,SSI.,SUNSTON HTL-OLD,SUNSTON HTL-OLD,,,,N,,,,,,,,,,12,,,,,,,,,
SSI,SSI.2,SPECTRASITE INC,SPECTRASITE INC,,,,N,,,,,,,,,,12,,,,,,,,,
SSIA,SSIA,STOCKHOLDER SYS,STOCKHOLDER SYS,,,,N,,,,,,,,,,3,,,,,,,,,
SAYI,SSIX,SCRIBE SYSTEMS,SCRIBE SYSTEMS,,,,N,,,,,,,,,,5,,,,,,,,,
SSK,SSK,SPA-MKT GR SC,SPA-MKT GR SC,,,,N,,,,,,,,,,12,,,,,,,,,
MELA,SSKN,STRATA SKIN SCI,"Strata Skin Sciences, Inc.",NSDQ,USD,S,Y,http://www.melasciences.com,3841,Surgical & medical instruments,215,MEDICAL INFO SYS,4,Medical,17,MEDICAL CARE,12,2017-04-07,0.2,0001051514,US,UNITED STATES,1,N,N,COM
SSKY,SSKY.,SUPER SKY INTL,SUPER SKY INTL,,,,N,,,,,,,,,,3,,,,,,,,,
SASO,SSL,SASOL LTD -ADR,Sasol Ltd.,NYSE,USD,S,Y,http://www.sasol.com,1311,Crude petroleum & natural gas,132,OIL-INTL INTGD,12,Oils/Energy,44,OIL-INTEGRATED,6,,,0000314590,ZA,SOUTH AFRICA,1,Y,N,ADR
SSL&,SSLI,SOUTHN SEC LIFE,SOUTHN SEC LIFE,,,,N,,,,,,,,,,12,,,,,,,,,
SSLN,SSLN,SECURITY INV GP,SECURITY INV GP,,,,N,,,,,,,,,,12,,,,,,,,,
SSLT,SSLTY,SANTOS LTD,Santos Ltd.,OTC,USD,S,Y,http://www.santos.com.au,1311,Crude petroleum & natural gas,136,OIL-US EXP&PROD,12,Oils/Energy,42,OIL-EXP&PROD,12,,,0001470579,AU,AUSTRALIA,6,N,N,ADR
#SSM,SSMAC,SCIENTIFIC SYST,SCIENTIFIC SYST,,,,N,,,,,,,,,,5,,,,,,,,,
SHOP,SSMH,SHOPSMITH INC,Shopsmith Inc.,OTC,,,N,,,,,,,,,,3,,,,,,,,,
SSMX,SSMXY,SYSMEX CORP ADR,Sysmex Corporation ADR,OTC,USD,S,Y,http://www.sysmex.co.jp,8880,Private households,103,MED INSTRUMENTS,4,Medical,17,MED PRODS,3,,,0001517231,JP,JAPAN,1,N,N,ADR
SMSA,SSN,SAMSON OIL&GAS,Samson Oil & Gas Limited,ARCA,USD,S,Y,http://www.samsonoilandgas.com.au,1381,Drilling oil & gas wells,132,OIL-INTL INTGD,12,Oils/Energy,44,OIL-INTEGRATED,6,2015-03-30,0.1,0001404079,AU,AUSTRALIA,6,Y,N,ADR
SSN&,SSN.,SENIOR STRAT FD,SENIOR STRAT FD,,,,N,,,,,,,,,,2,,,,,,,,,
SSN2,SSNC,SS&C TECHNOLOGS,"SS&C Technologies Holdings, Inc.",NSDQ,USD,S,Y,http://www.ssctech.com,7372,Prepackaged software,44,COMP-SOFTWARE,10,Computer and Technology,32,COMPUTER SOFT/SERV,12,2016-06-27,2.0,0001402436,US,UNITED STATES,1,Y,N,COM
SSNC,SSNC.,SS&C TECH INC,SS&C TECH INC,,,,N,,,,,,,,,,12,,,,,,,,,
SSNI,SSNI,SILVER SPRING,"Silver Spring Networks, Inc.",NYSE,USD,S,Y,http://www.silverspringnet.com,3576,Computer & office equipment,198,COMP-NETWORKS,10,Computer and Technology,31,COMPUTER/OFFICE EQUIP,12,,,0001180079,US,UNITED STATES,1,Y,N,COM
SSNL,SSNLF,SAMSUNG ELE LTD,Samsung Electronics Co.,OTC,USD,S,Y,http://www.samsung.com,3639,"Household appliances, not elsewhere classified",52,ELEC PRODS-MISC,10,Computer and Technology,34,ELECTRONICS,12,,,,KR,"KOREA, REPUBLIC OF",1,N,N,COM
SSNT,SSNT,SILVERSUN TECH,SILVERSUN TECH,NSDQ,USD,S,Y,http://www.silversuntech.com,7389,"Business services, not elsewhere classified",283,Technology Services,16,Business Services,59,BUSINESS SERVICES,12,,,0001236275,US,UNITED STATES,1,N,N,COM
SSO,SSO,PRO-ULTR S&P500,ProShares Ultra S&P500,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
#SSO,SSOA,SOFTWARE SERVIC,SOFTWARE SERVIC,,,,N,,,,,,,,,,5,,,,,,,,,
EWSC,SSP,EW SCRIPPS CO,E.W. Scripps Company (The),NYSE,USD,S,Y,http://www.scripps.com,4833,Television broadcasting stations,32,BRDCST-RADIO/TV,2,Consumer Discretionary,10,MEDIA,12,2008-07-16,0.33,0000832428,US,UNITED STATES,1,Y,N,COM
SCLW,SSPC,SPENDSMART NTWK,"Spendsmart Networks, Inc.",OTC,USD,S,Y,http://www.smsmasterminds.com,5990,"Retail stores, not elsewhere classified",69,FIN-MISC SVCS,13,Finance,48,FINANCE,12,2013-04-25,0.07,0001062273,US,UNITED STATES,1,N,N,COM
SSPC,SSPC.,SEDA SPECIALTY,SEDA SPECIALTY,,,,N,,,,,,,,,,12,,,,,,,,,
SSPE,SSPE.,SOFTWARE SPECTR,SOFTWARE SPECTR,,,,N,,,,,,,,,,4,,,,,,,,,
SNL&,SSPI,SPECTRUM SIGNAL,SPECTRUM SIGNAL,,,,N,,,,,,,,,,12,,,,,,,,,
SSPP,SSPPF,SSP GROUP PLC,SSP GROUP PLC,OTC,USD,S,Y,http://www.foodtravelexperts.com,8880,Private households,160,RETAIL-RESTRNTS,3,Retail/Wholesale,13,FOOD/DRUG-RTL/WHL,9,,,,GB,UNITED KINGDOM,1,N,N,COM
LTNX,SSPX,SSP SOLUTNS INC,SSP SOLUTNS INC,,,,N,,,,,,,,,,12,,,,,,,,,
#GYM,SSPY,SPORT SUPPLY GP,SPORT SUPPLY GP,,,,N,,,,,,,,,,3,,,,,,,,,
SSRE,SSREY,SWISS RE LTD,Swiss Re Ltd.,OTC,USD,S,Y,http://www.swissre.com,6311,Life insurance,88,INS-MULTI LINE,13,Finance,49,INSURANCE,12,2015-06-16,4.0,0001519921,CH,SWITZERLAND,7,N,N,ADR
SSRG,SSRG,SYMMETRY SURGCL,Symmetry Surgical Inc.,NSDQ,,,N,,,,,,,,,,12,,,,,,,,,
SSR&,SSRI,SILVER STD RES,Silver Standard Resources Inc.,NSDQ,USD,S,Y,http://www.silverstandard.com,6795,Miscellaneous investing,118,MINING -SILVER,6,Basic Materials,20,METALS-NON FERR,12,,,0000921638,CA,CANADA,1,Y,N,CDN
SSRX,SSRX,3SBIO INC-ADS,3SBIO INC-ADS,NSDQ,,,N,,,,,,,,,,12,,,,,,,,,
SSS,SSS.3,MSA REALTY,MSA REALTY,,,,N,,,,,,,,,,12,,,,,,,,,
SSSL,SSSL,SUN STATE S&L,SUN STATE S&L,,,,N,,,,,,,,,,12,,,,,,,,,
SSSV,SSSV,SCIENTIFIC SYS,SCIENTIFIC SYS,,,,N,,,,,,,,,,12,,,,,,,,,
SSSW,SSSW,SILVERSTREAM,SILVERSTREAM,,,,N,,,,,,,,,,12,,,,,,,,,
SST,SST,SPDR-BBC ST TRS,SPDR-BBC ST TRS,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
THDR,SST.,SHELTER COMPNTS,SHELTER COMPNTS,,,,N,,,,,,,,,,12,,,,,,,,,
SSTI,SSTI,SILICON STR TCH,SILICON STR TCH,,,,N,,,,,,,,,,12,,,,,,,,,
SSTK,SSTK,SHUTTERSTOCK,"Shutterstock, Inc.",NYSE,USD,S,Y,http://www.shutterstock.com,7374,Data processing & preparation,212,INTERNET CONTENT,10,Computer and Technology,32,COMPUTER SOFT/SERV,12,,,0001549346,US,UNITED STATES,1,Y,N,COM
SSTO,SSTO,SYSTONETICS,SYSTONETICS,,,,N,,,,,,,,,,2,,,,,,,,,
SSTP,SSTP,SUSTAINABLE PWR,SUSTAINABLE PWR,OTC,,,N,,,,,,,,,,12,,,,,,,,,
FSAC,SSTRF,SILVERSTAR HLDG,Silverstar Holdings Ltd.,OTC,USD,S,Y,http://www.leisureplanet.com,7372,Prepackaged software,185,TOYS/GAME/HOBBY,2,Consumer Discretionary,12,OTHER CONS DISC,6,,,0001003390,US,UNITED STATES,1,N,N,COM
SSTY,SSTY,SURE TRACE SCRT,SURE TRACE SCRT,OTC,,S,Y,,,,,,,,,,12,,,,,,,,,
SSUM,SSUMY,SUMITOMO CORP,Sumitomo Corp.,OTC,USD,S,Y,http://www.sumitomocorp.co.jp,3312,Blast furnaces & steel mills,48,DIVERSIFIED OPS,9,Multi-Sector Conglomerates,30,CONGLOMERATES,3,,,0001099282,JP,JAPAN,1,N,N,ADR
SAL&,SSUR,STATSURE DIAGNS,StatSure Diagnostic Systems Inc.,OTC,USD,S,Y,http://www.statsurediagnostics.com,3841,Surgical & medical instruments,104,MED PRODUCTS,4,Medical,17,MED PRODS,12,2011-07-15,0.1,0000885534,US,UNITED STATES,1,N,N,COM
SSV&,SSVB,SECURITY FSB MI,SECURITY FSB MI,,,,N,,,,,,,,,,12,,,,,,,,,
PCIM,SSVC,SECURED SVCS,Secured Services Inc.,OTC,USD,S,Y,,7371,Custom computer programming services,44,COMP-SOFTWARE,10,Computer and Technology,32,COMPUTER SOFT/SERV,12,2003-03-14,0.03,0000851943,US,UNITED STATES,1,N,N,COM
SOLO,SSVR,SOLO SERVE CORP,SOLO SERVE CORP,,,,N,,,,,,,,,,1,,,,,,,,,
SSW2,SSW,SEASPAN CORP,Seaspan Corporation,NYSE,USD,S,Y,http://www.seaspancorp.com,4412,Deep sea foreign transportation of freight,190,TRANS-SHIP,15,Transportation,58,TRANSPORTATION,12,,,0001332639,CN,CHINA,1,Y,N,COM
SSW,SSW.2,STERLING SOFTWR,STERLING SOFTWR,,,,N,,,,,,,,,,9,,,,,,,,,
SLCT,SSWTY,SELECT SOFTWARE,SELECT SOFTWARE,,,,N,,,,,,,,,,12,,,,,,,,,
KRUG,SSY,SUNLINK HLTH SY,"SunLink Health Systems, Inc.",ARCA,USD,S,Y,http://www.sunlinkhealth.com,8062,General medical & surgical hospitals,109,MED-HOSPITALS,4,Medical,16,MEDICAL CARE,6,1994-11-21,1.1,0000096793,US,UNITED STATES,1,N,N,COM
SSY&,SSYS,STRATASYS LTD,"Stratasys, Ltd.",NSDQ,USD,S,Y,http://www.stratasys.com,3577,"Computer peripheral equipment, not elsewhere classified",42,COMP-PERIPH EQP,10,Computer and Technology,31,COMPUTER/OFFICE EQUIP,12,2007-08-30,2.0,0001517396,IL,ISRAEL,1,Y,N,COM
#SSY,SSYSE,STERLING MEDICA,STERLING MEDICA,,,,N,,,,,,,,,,9,,,,,,,,,
ST,ST,SENSATA TECHNOL,Sensata Technologies Holding N.V.,NYSE,USD,S,Y,http://www.sensata.com,3823,Process control instruments,83,INSTRU-CONTROL,10,Computer and Technology,35,MISC TECHNOLOGY,12,,,0001477294,NL,NETHERLANDS,1,Y,N,COM
SDP,ST.,SPS TECH,SPS TECH,,,,N,,,,,,,,,,12,,,,,,,,,
STA,STA.1,STALEY CONTL,STALEY CONTL,,,,N,,,,,,,,,,9,,,,,,,,,
STAA,STAA,STAAR SURGICAL,STAAR Surgical Company,NSDQ,USD,S,Y,http://www.staar.com,3851,Ophthalmic goods,113,MED/DENTAL-SUPP,4,Medical,17,MED PRODS,12,1992-05-18,0.5,0000718937,US,UNITED STATES,1,Y,N,COM
STA8,STAF,STAFFING 360 SL,"Staffing 360 Solutions, Inc.",NSDQ,USD,S,Y,http://www.staffing360solutions.com,7363,Help supply services,278,Staffing,16,Business Services,59,BUSINESS SERVICES,12,2015-09-17,0.1,0001499717,US,UNITED STATES,1,N,N,COM
STAF,STAF.,STAFF BUILDERS,STAFF BUILDERS,,,,N,,,,,,,,,,2,,,,,,,,,
STA4,STAF1,CAREERSTAFF UNL,CAREERSTAFF UNL,,,,N,,,,,,,,,,12,,,,,,,,,
STIR,STAG,STAG INDUSTRIAL,"Stag Industrial, Inc.",NYSE,USD,S,Y,http://www.stagindustrial.com,6798,Real estate investment trusts,266,REIT-EQTY TRUST -OTHER,13,Finance,52,REAL ESTATE,12,,,0001479094,US,UNITED STATES,3,Y,N,COM
STA1,STAG.,SECURITY TAG SY,SECURITY TAG SY,,,,N,,,,,,,,,,3,,,,,,,,,
STTK,STAH,STAT-TECH INTL,STAT-TECH INTL,,,,N,,,,,,,,,,9,,,,,,,,,
#STA,STAI,SYSTEMS TECHNOL,SYSTEMS TECHNOL,,,,N,,,,,,,,,,5,,,,,,,,,
STTH,STAK,STACK-IT STORAG,STACK-IT STORAG,OTC,,S,Y,,,,,,,,,,12,,,,,,,,,
SOC2,STAQ,STONELEIGH PTNR,STONELEIGH PTNR,,,,N,,,,,,,,,,12,,,,,,,,,
APT,STAR,ISTAR FINL INC,iStar Financial Inc.,NYSE,USD,S,Y,http://www.istar.com,6798,Real estate investment trusts,151,REIT-MTGE TRUST,13,Finance,52,REAL ESTATE,12,1998-06-19,0.17,0001095651,US,UNITED STATES,3,Y,N,COM
STA2,STAR.,LONE STAR STEAK,LONE STAR STEAK,,,,N,,,,,,,,,,12,,,,,,,,,
STA7,STAR2,STARENT NETWORK,STARENT NETWORK,,,,N,,,,,,,,,,12,,,,,,,,,
#ST2,STAS,STARTEL CORP,STARTEL CORP,,,,N,,,,,,,,,,12,,,,,,,,,
STAT,STAT,I-STAT CORP,I-STAT CORP,,,,N,,,,,,,,,,12,,,,,,,,,
#ZFA,STAX,STELAX INDS LTD,STELAX INDS LTD,,,,N,,,,,,,,,,3,,,,,,,,,
STAY,STAY,EXTENDED STAY,"Extended Stay America, Inc.",NYSE,USD,S,Y,http://www.extendedstayamerica.com,7011,Hotels & motels,81,HOTELS & MOTELS,2,Consumer Discretionary,9,LEISURE SERVICES,12,,,0001581164,US,UNITED STATES,1,Y,N,COM
STA3,STAZQ,STARTER CORP,STARTER CORP,,,,N,,,,,,,,,,12,,,,,,,,,
STUX,STB,STUDENT TRANSPT,Student Transportation Inc,NSDQ,USD,S,Y,http://www.ridestbus.com,4100,"Local, suburban transit & interurban highway passenger transport",191,TRANS-SERVICES,15,Transportation,58,TRANSPORTATION,6,,,0001419465,CA,CANADA,1,Y,N,COM
STBA,STBA,S&T BANCORP INC,"S&T Bancorp, Inc.",NSDQ,USD,S,Y,http://www.stbancorp.com,6022,State commercial banks,15,BANKS-NORTHEAST,13,Finance,47,BANKS & THRIFTS,12,1998-11-02,2.0,0000719220,US,UNITED STATES,2,Y,N,COM
STBC,STBC,STATE BANCRP NY,STATE BANCRP NY,,,,N,,,,,,,,,,12,,,,,,,,,
STUR,STBI,STURGIS BCP INC,Sturgis Bancorp Inc.,OTC,USD,S,Y,http://www.sturgisbank.com,6021,National commercial banks,67,FIN-SVGS & LOAN,13,Finance,47,BANKS & THRIFTS,12,1998-06-16,2.0,0001166362,US,UNITED STATES,2,N,N,COM
STBI,STBI.,STB SYSTEMS INC,STB SYSTEMS INC,,,,N,,,,,,,,,,10,,,,,,,,,
STNJ,STBK,STERLING BANKS,STERLING BANKS,,,,N,,,,,,,,,,12,,,,,,,,,
STBN,STBN,SOUTHERN BAN SC,SOUTHERN BAN SC,,,,N,,,,,,,,,,12,,,,,,,,,
SEK,STBPQ,SOUTHEAST BKG,SOUTHEAST BKG,,,,N,,,,,,,,,,12,,,,,,,,,
STBR,STBR.,STATER BROS,STATER BROS,,,,N,,,,,,,,,,9,,,,,,,,,
STBU,STBUY,SUMITOMO TRUST,SUMITOMO TRUST,,,,N,,,,,,,,,,3,,,,,,,,,
EYE,STBV,STRATEGIC GLOBL,Strategic Global Investments Inc.,OTC,USD,S,Y,,3851,Ophthalmic goods,152,REAL ESTATE DEV,13,Finance,52,REAL ESTATE,12,2015-06-15,0.0,,,,1,N,N,COM
#STB,STBY,STANSBURY HLDGS,STANSBURY HLDGS,,,,N,,,,,,,,,,6,,,,,,,,,
STBZ,STBZ,STATE BANK FINL,State Bank Financial Corporation.,NSDQ,USD,S,Y,http://www.statebt.com,6022,State commercial banks,16,BANKS-SOUTHEAST,13,Finance,47,BANKS & THRIFTS,12,,,0001497275,US,UNITED STATES,2,Y,N,COM
SISC,STC,STEWART INFO SV,Stewart Information Services Corporation,NYSE,USD,S,Y,http://www.stewart.com,6361,Title insurance,89,INS-PROP&CASLTY,13,Finance,49,INSURANCE,12,1999-05-24,2.0,0000094344,US,UNITED STATES,7,Y,N,COM
STCA,STCA,STATMON TECH CP,STATMON TECH CP,OTC,,,N,,,,,,,,,,3,,,,,,,,,
STCC,STCC,STERLING CONSOL,Sterling Consolidated Corp,OTC,USD,S,Y,http://www.sterlingconsolidated.com,3050,"Gaskets, packing, & sealing devices & rubber & plastics hose",170,RUBBER&PLASTICS,7,Industrial Products,24,IND PRODS/SVC,12,,,0001555972,US,UNITED STATES,1,N,N,COM
STCH,STCH.,SHARED TEC FAIR,SHARED TEC FAIR,,,,N,,,,,,,,,,12,,,,,,,,,
DTPT,STCHZ,SITE TECHNOLGYS,SITE TECHNOLGYS,,,,N,,,,,,,,,,12,,,,,,,,,
GILB,STCIA,SALIENT 3 COMM,SALIENT 3 COMM,,,,N,,,,,,,,,,12,,,,,,,,,
STC&,STCL,SHARED TECH CEL,SHARED TECH CEL,,,,N,,,,,,,,,,12,,,,,,,,,
#SDB,STCNQ,SA TELECOM INC,SA TELECOM INC,,,,N,,,,,,,,,,12,,,,,,,,,
SA4D,STCO,STRATOCOMM CORP,STRATOCOMM CORP,OTC,,S,Y,,,,,,,,,,12,,,,,,,,,
STCX,STCO.,SIGNAL TECH CP,SIGNAL TECH CP,,,,N,,,,,,,,,,12,,,,,,,,,
STCR,STCR.,STARCRAFT CORP,STARCRAFT CORP,,,,N,,,,,,,,,,9,,,,,,,,,
#ST4,STCYQ,STACY INDUSTRIE,STACY INDUSTRIE,,,,N,,,,,,,,,,5,,,,,,,,,
STDA,STDAF,STADA ARZNEIMI,STADA ARZNEIMI,OTC,USD,S,Y,http://www.stada.de,2833,Medicinals & botanicals,106,MED-DRUGS,4,Medical,15,DRUGS,12,,,,DE,GERMANY,1,N,N,COM
STDE,STDE,STANDARD EGY CP,STANDARD EGY CP,OTC,,S,Y,,,,,,,,,,3,,,,,,,,,
STDO,STDO,STANDARD OIL&EX,STANDARD OIL&EX,,,,N,,,,,,,,,,12,,,,,,,,,
STDY,STDY,STEADYMED LTD,SteadyMed Ltd.,NSDQ,USD,S,Y,http://www.steadymed.com,2834,Pharmaceutical preparations,106,MED-DRUGS,4,Medical,15,DRUGS,12,,,0001619087,IL,ISRAEL,1,N,N,COM
STR2,STE,STERIS PLC,STERIS PLC,NYSE,USD,S,Y,http://www.steris.com,3842,Surgical appliances & supplies,103,MED INSTRUMENTS,4,Medical,17,MED PRODS,3,1998-08-25,2.0,0001624899,GB,UNITED KINGDOM,1,Y,N,COM
SIMP,STEC,STEC INC,STEC INC,NSDQ,,,N,,,,,,,,,,12,,,,,,,,,
STEC,STEC.,SERV-TECH INC,SERV-TECH INC,,,,N,,,,,,,,,,12,,,,,,,,,
STEI,STEI,STEWART ENTRP A,STEWART ENTRP A,NSDQ,,,N,,,,,,,,,,10,,,,,,,,,
STEK,STEK.,STECK-VAUGHN PB,STECK-VAUGHN PB,,,,N,,,,,,,,,,12,,,,,,,,,
MANS,STEKQ,SYSTEMONE TECH,SYSTEMONE TECH,,,,N,,,,,,,,,,12,,,,,,,,,
VFGI,STEL,STELLARONE CORP,STELLARONE CORP,NSDQ,,,N,,,,,,,,,,12,,,,,,,,,
MAC&,STEL.,STELLENT INC,STELLENT INC,,,,N,,,,,,,,,,3,,,,,,,,,
OMED,STEN,STEN CORP,Sten Corp.,OTC,,,N,,,,,,,,,,9,,,,,,,,,
STGC,STER,STERIGENICS INT,STERIGENICS INT,,,,N,,,,,,,,,,3,,,,,,,,,
DRZ,STER.,STERLING HEALTH,STERLING HEALTH,,,,N,,,,,,,,,,12,,,,,,,,,
#STE,STEV,STEVIA INC,STEVIA INC,,,,N,,,,,,,,,,4,,,,,,,,,
STEW,STEWQ,STEWART FOODS,STEWART FOODS,,,,N,,,,,,,,,,6,,,,,,,,,
STF,STF,STAUFFER CHEM,STAUFFER CHEM,,,,N,,,,,,,,,,9,,,,,,,,,
STFC,STFC,STATE AUTO FINL,State Auto Financial Corporation,NSDQ,USD,S,Y,http://www.stateauto.com,6331,"Fire, marine, & casualty insurance",89,INS-PROP&CASLTY,13,Finance,49,INSURANCE,12,1998-07-09,2.0,0000874977,US,UNITED STATES,7,Y,N,COM
STFR,STFR,ST FRANCIS CAP,ST FRANCIS CAP,,,,N,,,,,,,,,,9,,,,,,,,,
#PS2,STG.,STORAGE PPTY,STORAGE PPTY,,,S,Y,,,,,,,,,,12,,,,,,,,,
STTG,STG.2,STATESMAN GROUP,STATESMAN GROUP,,,,N,,,,,,,,,,12,,,,,,,,,
STG2,STGCQ,STARTEC GLOBAL,STARTEC GLOBAL,,,,N,,,,,,,,,,12,,,,,,,,,
GDE2,STGG,STG GROUP INC,Global Defense & National Security Systems Inc.,OTC,USD,S,Y,http://www.stginc.com,6770,Holding & other investment offices,218,IT Services,10,Computer and Technology,32,COMPUTER SOFT/SERV,12,2015-12-01,1.94,0001583513,US,UNITED STATES,1,N,N,COM
STGN,STGN,STRATAGENE CORP,STRATAGENE CORP,,,,N,,,,,,,,,,12,,,,,,,,,
STAR,STGO,STARS TO GO,STARS TO GO,,,,N,,,,,,,,,,12,,,,,,,,,
STG,STGP,STERLING PRECIS,STERLING PRECIS,,,,N,,,,,,,,,,4,,,,,,,,,
#ST3,STGQE,STATUS GAME COR,STATUS GAME COR,,,,N,,,,,,,,,,5,,,,,,,,,
STGR,STGR,STEIGER TRACTOR,STEIGER TRACTOR,,,,N,,,,,,,,,,9,,,,,,,,,
STHC,STHC,SOUTHCORP CAP,SOUTHCORP CAP,OTC,,S,Y,,,,,,,,,,12,,,,,,,,,
EDR&,STHC.,STAT HEALTHCARE,STAT HEALTHCARE,,,,N,,,,,,,,,,12,,,,,,,,,
STHF,STHF,STANLEY INTERIO,STANLEY INTERIO,,,,N,,,,,,,,,,12,,,,,,,,,
STHH,STHHY,SOUTHCORP HLDGS,SOUTHCORP HLDGS,,,,N,,,,,,,,,,6,,,,,,,,,
STI,STI,SUNTRUST BKS,"SunTrust Banks, Inc.",NYSE,USD,S,Y,http://www.suntrust.com,6021,National commercial banks,204,BANKS-MJR REGNL,13,Finance,46,BANKS-MAJOR,12,1996-05-22,2.0,0000750556,US,UNITED STATES,2,Y,Y,COM
STII,STII.,STANFORD TELECO,STANFORD TELECO,,,,N,,,,,,,,,,3,,,,,,,,,
STIL,STILY,STILFONTEIN,STILFONTEIN,,,,N,,,,,,,,,,12,,,,,,,,,
STIM,STIM.,STIMSONITE CORP,STIMSONITE CORP,,,,N,,,,,,,,,,12,,,,,,,,,
STIP,STIP,ISHARS-0-5YTIPS,iShares 0-5 Year TIPS Bond ETF,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
#GEI,STIV,STARINVEST GRP,StarInvest Group Inc.,OTC,,,N,,,,,,,,,,12,,,,,,,,,
STTC,STIZ,SCIENTIFIC TECH,SCIENTIFIC TECH,,,,N,,,,,,,,,,12,,,,,,,,,
STJM,STJ,ST JUDE MEDICAL,St. Jude Medical Inc.,NYSE,,,N,,,,,,,,,,12,,,,,,,,,
STAG,STK.,STORAGE TECH,STORAGE TECH,,,,N,,,,,,,,,,12,,,,,,,,,
#STK,STKC,STANWICK CORP,STANWICK CORP,,,,N,,,,,,,,,,4,,,,,,,,,
YSTK,STKL,SUNOPTA INC,"SunOpta, Inc.",NSDQ,USD,S,Y,http://www.sunopta.com,5150,Farm-product raw materials,76,FOOD-MISC/DIVERSIFIED,1,Consumer Staples,3,FOOD,12,,,0000351834,CA,CANADA,1,Y,N,COM
STK&,STKR,PROPHOTONIX LTD,ProPhotonix Ltd.,OTC,USD,S,Y,http://www.stockeryale.com,3827,Optical instruments & lenses,52,ELEC PRODS-MISC,10,Computer and Technology,34,ELECTRONICS,12,2000-08-01,2.0,0000094538,US,UNITED STATES,1,N,N,COM
STKR,STKR.,STOCKER&YAL-OLD,STOCKER&YAL-OLD,,,,N,,,,,,,,,,12,,,,,,,,,
STKS,STKS,ONE GROUP HOSP,"The ONE Group Hospitality, Inc.",NSDQ,USD,S,Y,http://www.togrp.com,5812,Eating places,160,RETAIL-RESTRNTS,3,Retail/Wholesale,13,FOOD/DRUG-RTL/WHL,12,,,0001399520,US,UNITED STATES,1,N,N,COM
YCNP,STKS.,STOCKSCAPE.COM,STOCKSCAPE.COM,,,,N,,,,,,,,,,12,,,,,,,,,
SMTK,STKTQ,SMARTALK TELESV,SMARTALK TELESV,OTC,,,N,,,,,,,,,,12,,,,,,,,,
STKY,STKY,STOKELY USA,STOKELY USA,,,,N,,,,,,,,,,3,,,,,,,,,
PBCP,STL,STERLING BANCP,Sterling Bancorp,NYSE,USD,S,Y,http://www.sterlingbancorp.com,6021,National commercial banks,15,BANKS-NORTHEAST,13,Finance,47,BANKS & THRIFTS,12,2004-01-15,4.43,0001070154,US,UNITED STATES,2,Y,N,COM
Z37Z,STL.,STERLING BC-OLD,STERLING BC-OLD,,,,N,,,,,,,,,,12,,,,,,,,,
MLIS,STLCQ,STREAMLOGIC CP,STREAMLOGIC CP,,,,N,,,,,,,,,,3,,,,,,,,,
